fight_id,date,name,round,title,method,sig_attempts,sig_strikes,strike_attempts,strikes,td_attempts,takedowns,sub_attempts,pass,reversals,head_attempts,head,body_attempts,body,leg_attempts,leg,distance_attempts,distance,clinch_attempts,clinch,ground_attempts,ground,win/loss
5798,2013,Stanislav Nedkov,2,no,KO/TKO,78,39,102,61,6,5,0,0,0,62,26,16,13,0,0,18,5,29,19,31,15,L
5798,2013,Tom Watson,2,no,KO/TKO,102,56,118,72,0,0,0,0,0,66,31,34,23,2,2,16,3,81,50,5,3,W
5799,2013,Motonobu Tezuka,3,no,Decision,35,4,56,17,15,1,1,0,0,28,1,0,0,7,3,34,4,1,0,0,0,L
5799,2013,Vaughan Lee,3,no,Decision,48,20,192,164,0,0,0,0,0,28,7,14,9,6,4,28,6,18,12,2,2,W
5800,2013,Ulysses Gomez,3,no,Decision,159,35,159,35,3,0,0,0,0,111,8,4,0,44,27,159,35,0,0,0,0,L
5800,2013,Phil Harris,3,no,Decision,150,33,150,33,1,1,0,0,0,121,12,8,3,21,18,143,29,5,4,2,0,W
5776,2013,Liz Carmouche,1,yes,Submission,6,4,24,22,0,0,1,1,0,6,4,0,0,0,0,5,3,1,1,0,0,L
5776,2013,Ronda Rousey,1,yes,Submission,14,7,50,41,1,1,1,3,0,13,6,1,1,0,0,5,1,2,2,7,4,W
5777,2013,Dan Henderson,3,no,Decision,64,20,98,54,3,1,0,0,0,31,5,9,5,24,10,55,14,7,5,2,1,L
5777,2013,Lyoto Machida,3,no,Decision,54,27,55,28,1,1,0,0,0,36,17,14,9,4,1,50,23,0,0,4,4,W
5778,2013,Ivan Menjivar,1,no,Submission,7,3,23,19,1,1,0,1,0,6,3,1,0,0,0,3,1,3,2,1,0,L
5778,2013,Urijah Faber,1,no,Submission,24,17,36,29,0,0,1,2,1,23,16,1,1,0,0,3,1,1,1,20,15,W
5779,2013,Josh Neer,3,no,Decision,152,63,160,71,0,0,0,0,0,131,45,14,11,7,7,137,52,15,11,0,0,L
5779,2013,Court McGee,3,no,Decision,334,166,368,198,5,2,0,2,0,270,116,47,34,17,16,275,129,24,15,35,22,W
5780,2013,Josh Koscheck,1,no,KO/TKO,4,2,7,5,6,2,0,0,0,3,1,1,1,0,0,2,0,0,0,2,2,L
5780,2013,Robbie Lawler,1,no,KO/TKO,15,9,22,16,0,0,0,0,0,13,7,2,2,0,0,4,0,2,2,9,7,W
5781,2013,Lavar Johnson,3,no,Decision,52,36,213,170,1,1,0,1,0,32,18,11,10,9,8,10,1,20,17,22,18,L
5781,2013,Brendan Schaub,3,no,Decision,31,18,108,77,8,5,1,8,1,27,16,2,2,2,0,5,1,7,5,19,12,W
5782,2013,Anton Kuivanen,2,no,Submission,55,18,55,18,0,0,0,0,0,42,11,13,7,0,0,50,13,5,5,0,0,L
5782,2013,Michael Chiesa,2,no,Submission,50,5,54,9,5,1,2,1,0,46,3,4,2,0,0,46,3,4,2,0,0,W
5783,2013,Matt Grice,3,no,Decision,162,82,171,91,12,1,0,2,0,120,49,24,17,18,16,90,39,67,41,5,2,L
5783,2013,Dennis Bermudez,3,no,Decision,209,120,277,181,9,0,2,1,0,167,89,25,16,17,15,103,42,56,37,50,41,W
5784,2013,Caros Fodor,3,no,Decision,92,47,127,80,13,3,0,0,0,60,24,20,12,12,11,68,32,24,15,0,0,L
5784,2013,Sam Stout,3,no,Decision,120,46,164,86,3,1,0,4,0,81,21,33,20,6,5,93,24,21,18,6,4,W
5785,2013,Brock Jardine,1,no,Submission,3,1,3,1,0,0,1,0,0,2,0,0,0,1,1,3,1,0,0,0,0,L
5785,2013,Kenny Robertson,1,no,Submission,13,9,32,27,1,1,2,3,0,12,8,0,0,1,1,3,1,0,0,10,8,W
5786,2013,Jon Manley,3,no,Decision,85,17,112,35,13,1,0,2,0,73,12,7,2,5,3,77,12,8,5,0,0,L
5786,2013,Neil Magny,3,no,Decision,120,65,158,97,5,4,0,5,1,93,42,19,15,8,8,69,33,33,22,18,10,W
5787,2013,Yuri Villefort,3,no,Decision,112,48,114,49,6,3,1,5,1,82,24,12,8,18,16,100,43,9,2,3,3,L
5787,2013,Nah-Shon Burrell,3,no,Decision,216,121,222,126,0,0,1,1,1,186,95,20,16,10,10,171,80,13,13,32,28,W
5764,2013,Brian Stann,2,no,KO/TKO,76,43,103,65,0,0,0,0,0,51,23,12,9,13,11,56,31,20,12,0,0,L
5764,2013,Wanderlei Silva,2,no,KO/TKO,83,43,97,49,2,0,0,0,0,76,37,6,5,1,1,65,30,13,8,5,5,W
5765,2013,Stefan Struve,3,no,KO/TKO,67,24,116,56,0,0,1,3,1,60,19,4,4,3,1,58,21,0,0,9,3,L
5765,2013,Mark Hunt,3,no,KO/TKO,82,47,100,61,2,1,0,2,1,70,37,10,8,2,2,77,45,0,0,5,2,W
5766,2013,Takanori Gomi,3,no,Decision,180,81,180,81,0,0,0,0,0,135,48,36,29,9,4,180,81,0,0,0,0,L
5766,2013,Diego Sanchez,3,no,Decision,145,65,149,68,5,2,1,0,0,100,29,31,24,14,12,145,65,0,0,0,0,W
5767,2013,Hector Lombard,3,no,Decision,89,45,158,109,3,0,0,2,0,71,30,14,12,4,3,81,40,6,4,2,1,L
5767,2013,Yushin Okami,3,no,Decision,89,37,120,65,5,3,0,5,0,74,24,9,9,6,4,75,25,8,8,6,4,W
5768,2013,Mizuto Hirota,3,no,Decision,14,4,56,39,1,1,0,1,0,13,3,1,1,0,0,12,4,1,0,1,0,L
5768,2013,Rani Yahya,3,no,Decision,29,13,122,105,12,5,1,9,0,26,11,3,2,0,0,13,3,1,1,15,9,W
5769,2013,Siyar Bahadurzada,3,no,Decision,24,5,45,25,0,0,0,0,0,20,4,2,0,2,1,21,4,0,0,3,1,L
5769,2013,Dong Hyun Kim,3,no,Decision,58,23,221,182,6,3,1,8,0,51,16,6,6,1,1,12,6,0,0,46,17,W
5770,2013,Riki Fukuda,3,no,Decision,172,69,182,75,1,1,0,0,0,118,35,16,11,38,23,169,66,3,3,0,0,L
5770,2013,Brad Tavares,3,no,Decision,254,116,270,131,0,0,0,0,0,217,86,20,18,17,12,247,113,7,3,0,0,W
5771,2013,Bryan Caraway,3,no,Decision,89,37,125,69,12,2,1,3,0,82,31,4,3,3,3,81,33,7,3,1,1,L
5771,2013,Takeya Mizugaki,3,no,Decision,117,67,168,117,1,0,0,0,0,91,42,19,18,7,7,99,58,18,9,0,0,W
5772,2013,Cristiano Marcello,3,no,Decision,76,33,117,67,4,1,0,0,0,57,21,11,7,8,5,64,24,11,8,1,1,L
5772,2013,Kazuki Tokudome,3,no,Decision,77,33,178,90,2,2,0,5,0,58,20,10,8,9,5,50,22,3,3,24,8,W
5774,2013,Alex Caceres,3,no,Overturned,56,30,112,80,0,0,0,2,3,42,18,11,9,3,3,30,10,1,1,25,19,NC
5774,2013,Kyung Ho Kang,3,no,Overturned,43,16,69,33,9,5,0,8,2,35,11,4,2,4,3,35,11,1,1,7,4,NC
5775,2013,Marcelo Guimaraes,2,no,KO/TKO,99,47,116,53,12,2,0,1,0,66,21,11,9,22,17,98,47,0,0,1,0,L
5775,2013,Hyun Gyu Lim,2,no,KO/TKO,134,62,135,63,0,0,0,0,0,109,41,14,10,11,11,132,60,0,0,2,2,W
5752,2013,Nick Diaz,5,yes,Decision,136,41,176,80,0,0,1,0,0,99,19,29,19,8,3,113,24,23,17,0,0,L
5752,2013,Georges St-Pierre,5,yes,Decision,167,105,285,210,16,9,0,2,0,123,69,27,22,17,14,106,62,12,11,49,32,W
5753,2013,Carlos Condit,3,no,Decision,145,42,201,94,0,0,0,1,0,118,26,16,10,11,6,130,34,9,2,6,6,L
5753,2013,Johny Hendricks,3,no,Decision,71,30,112,69,15,12,0,1,0,62,25,5,4,4,1,56,20,9,5,6,5,W
5754,2013,Nate Marquardt,1,no,KO/TKO,23,13,23,13,0,0,0,0,0,11,2,1,1,11,10,23,13,0,0,0,0,L
5754,2013,Jake Ellenberger,1,no,KO/TKO,25,13,25,13,0,0,0,0,0,20,8,2,2,3,3,21,11,0,0,4,2,W
5755,2013,Nick Ring,3,no,Decision,225,86,225,86,1,0,0,0,0,148,33,25,10,52,43,223,84,2,2,0,0,L
5755,2013,Chris Camozzi,3,no,Decision,247,64,250,67,0,0,0,0,0,225,48,8,5,14,11,239,60,8,4,0,0,W
5757,2013,Bobby Voelker,3,no,Decision,175,83,265,153,5,4,0,1,0,139,55,19,14,17,14,109,38,41,30,25,15,L
5757,2013,Patrick Cote,3,no,Decision,135,72,162,97,6,0,0,0,0,107,52,17,9,11,11,109,55,23,15,3,2,W
5758,2013,Antonio Carvalho,1,no,KO/TKO,27,9,31,13,0,0,0,0,0,25,7,0,0,2,2,23,6,4,3,0,0,L
5758,2013,Darren Elkins,1,no,KO/TKO,54,14,59,19,2,0,0,0,0,47,8,5,4,2,2,41,6,13,8,0,0,W
5759,2013,Dan Miller,1,no,KO/TKO,37,11,37,11,1,1,1,0,0,26,4,8,4,3,3,37,11,0,0,0,0,L
5759,2013,Jordan Mein,1,no,KO/TKO,53,29,53,29,0,0,0,0,0,49,25,4,4,0,0,35,16,18,13,0,0,W
5760,2013,Daron Cruickshank,3,no,Decision,198,51,198,51,4,0,0,0,0,166,32,19,7,13,12,197,50,0,0,1,1,L
5760,2013,John Makdessi,3,no,Decision,195,86,197,88,0,0,0,0,0,153,58,30,17,12,11,189,85,5,1,1,0,W
5761,2013,Quinn Mulhern,1,no,KO/TKO,50,9,51,9,1,0,0,0,0,42,8,8,1,0,0,50,9,0,0,0,0,L
5761,2013,Rick Story,1,no,KO/TKO,49,20,55,26,1,1,0,0,0,35,10,9,7,5,3,41,15,2,1,6,4,W
5762,2013,Issei Tamura,2,no,KO/TKO,20,11,28,17,1,0,0,0,0,10,4,6,4,4,3,12,4,8,7,0,0,L
5762,2013,TJ Dillashaw,2,no,KO/TKO,57,30,66,39,3,2,0,0,0,32,13,6,3,19,14,31,8,18,14,8,8,W
5763,2013,Reuben Duran,3,no,Decision,56,30,82,56,6,1,0,1,0,40,15,12,11,4,4,26,12,15,11,15,7,L
5763,2013,George Roop,3,no,Decision,75,33,174,125,3,2,1,0,0,47,15,21,14,7,4,44,8,19,14,12,11,W
7833,2013,Mike Ricci,3,no,Decision,137,47,145,55,2,2,0,2,0,98,34,29,12,10,1,123,36,3,3,11,8,W
7833,2013,Colin Fletcher,3,no,Decision,127,37,152,61,2,0,0,0,0,59,11,25,10,43,16,120,32,4,3,3,2,L
5739,2013,Ilir Latifi,3,no,Decision,112,18,114,20,3,1,0,0,0,101,11,5,3,6,4,105,16,1,0,6,2,L
5739,2013,Gegard Mousasi,3,no,Decision,150,80,150,80,0,0,0,0,0,120,62,18,7,12,11,148,79,0,0,2,1,W
5740,2013,Ryan Couture,2,no,KO/TKO,77,29,83,35,7,1,0,0,0,38,7,18,12,21,10,54,15,23,14,0,0,L
5740,2013,Ross Pearson,2,no,KO/TKO,41,28,62,48,1,1,0,0,0,35,22,6,6,0,0,32,22,3,3,6,3,W
5741,2013,Philip De Fries,1,no,KO/TKO,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,L
5741,2013,Matt Mitrione,1,no,KO/TKO,9,7,9,7,0,0,0,0,0,9,7,0,0,0,0,3,1,0,0,6,6,W
5742,2013,Mike Easton,3,no,Decision,155,71,182,91,8,3,0,1,0,119,44,22,14,14,13,123,52,29,18,3,1,L
5742,2013,Brad Pickett,3,no,Decision,205,68,234,94,7,4,0,1,1,183,50,12,8,10,10,170,47,33,21,2,0,W
5743,2013,Pablo Garza,1,no,Submission,14,4,17,6,2,1,0,0,0,12,2,1,1,1,1,13,3,1,1,0,0,L
5743,2013,Diego Brandao,1,no,Submission,18,9,27,18,0,0,1,1,0,11,4,2,2,5,3,14,7,1,0,3,2,W
5744,2013,Robert Peralta,3,no,Decision,144,67,172,94,2,0,0,0,0,98,29,27,20,19,18,96,28,43,34,5,5,L
5744,2013,Akira Corassani,3,no,Decision,86,48,96,57,6,2,0,1,0,49,18,12,9,25,21,71,38,15,10,0,0,W
5745,2013,Michael Johnson,3,no,Submission,64,20,66,21,0,0,0,0,0,53,13,10,6,1,1,46,10,7,5,11,5,L
5745,2013,Reza Madadi,3,no,Submission,46,34,98,79,6,4,2,4,0,44,33,2,1,0,0,9,2,0,0,37,32,W
5746,2013,Adam Cella,1,no,Submission,12,2,14,4,0,0,0,0,0,8,1,2,0,2,1,12,2,0,0,0,0,L
5746,2013,Tor Troeng,1,no,Submission,11,6,23,16,1,1,1,3,0,8,5,1,0,2,1,7,2,0,0,4,4,W
5747,2013,Chris Spang,3,no,Decision,57,5,76,24,0,0,0,0,0,44,1,4,1,9,3,53,4,4,1,0,0,L
5747,2013,Adlan Amagov,3,no,Decision,99,38,118,57,10,6,0,1,0,53,12,9,5,37,21,77,26,16,10,6,2,W
5748,2013,Marcus Brimage,1,no,KO/TKO,41,12,41,12,0,0,0,0,0,34,7,2,2,5,3,41,12,0,0,0,0,L
5748,2013,Conor McGregor,1,no,KO/TKO,35,21,36,22,0,0,0,0,0,34,20,1,1,0,0,29,16,0,0,6,5,W
5749,2013,Benny Alloway,3,no,Decision,28,9,47,25,2,1,0,2,0,23,7,2,1,3,1,25,8,2,0,1,1,L
5749,2013,Ryan LaFlare,3,no,Decision,90,37,115,57,8,6,1,6,1,66,23,21,12,3,2,31,12,41,17,18,8,W
5750,2013,Michael Kuiper,2,no,Submission,29,14,40,23,3,3,0,4,0,21,11,6,3,2,0,8,1,6,4,15,9,L
5750,2013,Tom Lawlor,2,no,Submission,13,7,16,10,7,0,1,0,0,10,4,3,3,0,0,8,2,5,5,0,0,W
5751,2013,Besam Yousef,3,no,Decision,79,43,185,142,3,2,0,0,0,55,22,19,18,5,3,19,8,59,35,1,0,L
5751,2013,Papy Abedi,3,no,Decision,80,53,97,69,6,4,0,2,0,31,14,39,35,10,4,21,10,34,27,25,16,W
5727,2013,Scott Jorgensen,4,no,Submission,168,73,173,76,6,1,0,0,0,136,45,12,8,20,20,158,65,10,8,0,0,L
5727,2013,Urijah Faber,4,no,Submission,163,93,200,119,6,4,3,4,0,123,57,36,32,4,4,155,87,6,5,2,1,W
5728,2013,Uriah Hall,3,yes,Decision,77,44,121,81,3,2,0,1,3,51,23,18,13,8,8,60,28,8,8,9,8,L
5728,2013,Kelvin Gastelum,3,yes,Decision,74,31,141,81,6,3,0,5,0,49,7,14,14,11,10,51,18,13,10,10,3,W
5729,2013,Miesha Tate,3,no,KO/TKO,42,23,80,54,7,3,3,5,0,40,21,2,2,0,0,30,16,4,2,8,5,L
5729,2013,Cat Zingano,3,no,KO/TKO,42,35,120,107,1,1,1,4,2,30,23,8,8,4,4,22,16,9,8,11,11,W
5730,2013,Gabriel Gonzaga,1,no,KO/TKO,1,1,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,L
5730,2013,Travis Browne,1,no,KO/TKO,10,9,12,11,0,0,0,0,0,8,7,1,1,1,1,1,0,9,9,0,0,W
5731,2013,Gilbert Smith,3,no,Submission,34,14,45,24,5,3,1,0,1,24,6,8,6,2,2,29,12,5,2,0,0,L
5731,2013,Bubba McDaniel,3,no,Submission,54,35,117,97,0,0,3,8,2,43,26,7,5,4,4,34,18,8,6,12,11,W
5732,2013,Kevin Casey,2,no,KO/TKO,22,14,76,64,1,0,2,0,0,15,9,7,5,0,0,3,0,3,3,16,11,L
5732,2013,Josh Samman,2,no,KO/TKO,62,36,83,55,0,0,0,0,0,33,13,27,21,2,2,3,1,47,30,12,5,W
5733,2013,Collin Hart,3,no,Decision,212,95,223,104,12,2,0,1,0,163,67,18,11,31,17,177,75,35,20,0,0,L
5733,2013,Luke Barnatt,3,no,Decision,232,113,238,119,2,1,1,0,0,203,93,19,13,10,7,206,94,23,17,3,2,W
5734,2013,Jimmy Quinlan,1,no,KO/TKO,10,7,10,7,4,1,0,1,0,8,5,2,2,0,0,10,7,0,0,0,0,L
5734,2013,Dylan Andrews,1,no,KO/TKO,24,20,40,33,0,0,0,0,0,24,20,0,0,0,0,5,4,4,4,15,12,W
5735,2013,Bristol Marunde,3,no,KO/TKO,81,21,93,29,9,3,0,0,0,77,17,2,2,2,2,72,17,9,4,0,0,L
5735,2013,Clint Hester,3,no,KO/TKO,143,66,156,78,1,0,0,0,0,118,50,15,9,10,7,105,40,20,13,18,13,W
5736,2013,Bart Palaszewski,1,no,Submission,62,18,62,18,0,0,0,0,0,48,7,4,2,10,9,61,17,0,0,1,1,L
5736,2013,Cole Miller,1,no,Submission,43,5,44,6,1,1,1,0,0,36,1,4,1,3,3,43,5,0,0,0,0,W
5737,2013,Sam Sicilia,3,no,Decision,99,26,107,32,7,1,1,0,0,90,19,3,2,6,5,81,16,15,9,3,1,L
5737,2013,Maximo Blanco,3,no,Decision,145,52,180,86,4,2,1,1,0,113,39,16,3,16,10,130,43,14,9,1,0,W
5738,2013,Justin Lawrence,1,no,Submission,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,L
5738,2013,Daniel Pineda,1,no,Submission,2,1,5,4,3,2,1,3,0,1,0,1,1,0,0,1,0,1,1,0,0,W
5715,2013,Gilbert Melendez,5,yes,Decision,191,43,204,56,1,1,0,0,0,155,16,20,16,16,11,174,34,14,8,3,1,L
5715,2013,Benson Henderson,5,yes,Decision,166,68,191,92,4,0,0,1,0,110,20,22,20,34,28,150,58,13,8,3,2,W
5716,2013,Frank Mir,3,no,Decision,60,24,89,53,0,0,0,0,0,38,5,17,14,5,5,44,13,15,10,1,1,L
5716,2013,Daniel Cormier,3,no,Decision,96,59,139,102,1,0,0,0,0,57,27,30,23,9,9,32,10,64,49,0,0,W
5717,2013,Nate Diaz,2,no,KO/TKO,74,21,94,40,1,1,1,0,0,65,17,7,2,2,2,64,15,7,4,3,2,L
5717,2013,Josh Thomson,2,no,KO/TKO,71,36,79,44,1,1,0,0,0,50,23,9,7,12,6,34,13,17,13,20,10,W
5718,2013,Jordan Mein,2,no,KO/TKO,58,24,59,25,0,0,0,1,0,49,18,8,5,1,1,42,17,4,1,12,6,L
5718,2013,Matt Brown,2,no,KO/TKO,84,40,85,41,1,0,1,1,0,67,27,16,13,1,0,54,17,17,12,13,11,W
5719,2013,Darren Elkins,1,no,KO/TKO,29,2,29,2,0,0,0,0,0,28,1,1,1,0,0,29,2,0,0,0,0,L
5719,2013,Chad Mendes,1,no,KO/TKO,14,7,14,7,0,0,0,0,0,12,5,0,0,2,2,11,5,0,0,3,2,W
5720,2013,Lorenz Larkin,3,no,Decision,82,32,88,36,0,0,0,1,1,46,11,8,1,28,20,65,22,16,9,1,1,L
5720,2013,Francis Carmont,3,no,Decision,75,12,78,13,11,2,0,2,0,58,8,12,1,5,3,72,11,3,1,0,0,W
5721,2013,Ramsey Nijem,2,no,KO/TKO,28,6,32,10,1,1,0,2,1,22,3,5,2,1,1,26,5,0,0,2,1,L
5721,2013,Myles Jury,2,no,KO/TKO,24,5,37,14,2,2,0,1,1,17,3,3,1,4,1,21,3,0,0,3,2,W
5722,2013,Darren Uyenoyama,2,no,KO/TKO,33,11,33,11,2,0,0,0,0,24,6,7,3,2,2,29,8,2,2,2,1,L
5722,2013,Joseph Benavidez,2,no,KO/TKO,153,57,162,63,2,2,0,0,0,126,35,10,8,17,14,130,49,3,2,20,6,W
5723,2013,Tim Means,3,no,Decision,133,43,161,68,1,0,0,1,1,114,33,15,7,4,3,85,24,5,2,43,17,L
5723,2013,Jorge Masvidal,3,no,Decision,132,50,157,71,8,6,0,2,0,116,38,14,10,2,2,63,21,5,2,64,27,W
5724,2013,Hugo Viana,1,no,KO/TKO,34,11,36,13,0,0,0,0,0,30,8,2,1,2,2,28,8,6,3,0,0,L
5724,2013,TJ Dillashaw,1,no,KO/TKO,44,21,45,22,3,1,0,1,0,39,16,3,3,2,2,39,17,2,1,3,3,W
5725,2013,Roger Bowling,2,no,KO/TKO,76,27,82,32,1,1,0,0,0,55,15,11,6,10,6,69,22,4,2,3,3,L
5725,2013,Anthony Njokuani,2,no,KO/TKO,46,26,48,28,1,0,0,0,0,33,15,9,7,4,4,41,22,4,4,1,0,W
5726,2013,Clifford Starks,1,no,KO/TKO,18,3,18,3,0,0,0,0,0,14,1,3,1,1,1,18,3,0,0,0,0,L
5726,2013,Yoel Romero,1,no,KO/TKO,12,12,12,12,1,0,0,0,0,6,6,1,1,5,5,8,8,0,0,4,4,W
5703,2013,Chael Sonnen,1,yes,KO/TKO,15,6,51,38,0,0,0,0,0,5,0,9,6,1,0,5,0,10,6,0,0,L
5703,2013,Jon Jones,1,yes,KO/TKO,27,20,43,35,6,3,0,0,0,22,16,5,4,0,0,1,0,7,5,19,15,W
5704,2013,Alan Belcher,3,no,Decision,150,29,150,29,3,0,0,0,0,111,11,19,7,20,11,150,29,0,0,0,0,L
5704,2013,Michael Bisping,3,no,Decision,225,93,226,94,0,0,0,0,0,187,64,7,3,31,26,221,92,4,1,0,0,W
5705,2013,Cheick Kongo,1,no,KO/TKO,6,4,10,8,0,0,0,0,0,2,0,2,2,2,2,4,2,2,2,0,0,L
5705,2013,Roy Nelson,1,no,KO/TKO,5,2,6,3,0,0,0,0,0,4,2,1,0,0,0,2,1,2,0,1,1,W
5706,2013,Vinny Magalhaes,3,no,Decision,151,29,152,30,3,1,0,0,0,122,14,6,1,23,14,149,29,0,0,2,0,L
5706,2013,Phil Davis,3,no,Decision,268,79,272,83,1,0,0,0,0,253,72,13,5,2,2,265,77,2,2,1,0,W
5708,2013,Jim Miller,3,no,Overturned,57,27,71,41,1,1,0,0,1,45,18,5,3,7,6,37,11,7,4,13,12,NC
5708,2013,Pat Healy,3,no,Overturned,95,53,184,135,7,5,2,4,0,79,41,13,10,3,2,43,20,22,16,30,17,NC
5709,2013,Yancy Medeiros,1,no,TKO,18,4,18,4,0,0,0,0,0,12,1,4,1,2,2,18,4,0,0,0,0,L
5709,2013,Rustam Khabilov,1,no,TKO,17,3,18,4,2,1,0,0,0,13,2,3,0,1,1,17,3,0,0,0,0,W
5710,2013,Gian Villante,3,no,Decision,50,28,57,35,4,0,0,0,0,14,5,7,3,29,20,46,25,4,3,0,0,L
5710,2013,Ovince Saint Preux,3,no,Decision,84,47,94,57,2,0,0,0,0,65,33,7,5,12,9,82,45,2,2,0,0,W
5711,2013,Sheila Gaff,1,no,KO/TKO,12,7,20,15,0,0,0,0,0,4,1,8,6,0,0,4,1,8,6,0,0,L
5711,2013,Sara McMann,1,no,KO/TKO,9,8,73,72,2,2,0,1,0,8,7,1,1,0,0,2,1,0,0,7,7,W
5712,2013,Johnny Bedford,3,no,Submission,131,50,140,59,1,0,0,0,1,108,30,19,16,4,4,126,45,5,5,0,0,L
5712,2013,Bryan Caraway,3,no,Submission,108,43,202,125,7,3,1,6,0,99,38,8,5,1,0,106,41,1,1,1,1,W
5713,2013,Leonard Garcia,3,no,Decision,77,15,92,30,0,0,0,0,0,70,10,4,4,3,1,73,11,2,2,2,2,L
5713,2013,Cody McKenzie,3,no,Decision,54,30,111,84,13,5,4,5,0,48,27,5,2,1,1,38,16,6,4,10,10,W
5714,2013,Kurt Holobaugh,3,no,Decision,92,41,196,133,2,1,2,0,0,58,13,20,18,14,10,60,15,19,16,13,10,L
5714,2013,Steven Siler,3,no,Decision,109,50,201,128,4,1,2,3,0,92,36,16,13,1,1,52,22,32,15,25,13,W
5690,2013,Luke Rockhold,1,no,KO/TKO,15,6,15,6,1,0,0,0,0,8,2,2,0,5,4,15,6,0,0,0,0,L
5690,2013,Vitor Belfort,1,no,KO/TKO,20,9,21,10,0,0,0,0,0,18,8,1,0,1,1,14,4,0,0,6,5,W
5691,2013,Chris Camozzi,1,no,Submission,14,4,21,10,0,0,0,0,0,13,3,0,0,1,1,10,3,4,1,0,0,L
5691,2013,Jacare Souza,1,no,Submission,16,8,21,12,3,1,1,4,1,14,8,2,0,0,0,6,2,1,0,9,6,W
5692,2013,Evan Dunham,3,no,Decision,270,68,295,90,7,3,0,0,0,253,60,13,5,4,3,247,55,19,11,4,2,L
5692,2013,Rafael Dos Anjos,3,no,Decision,183,66,204,86,2,0,0,0,0,137,35,26,15,20,16,167,56,16,10,0,0,W
5693,2013,Joao Zeferino,3,no,Decision,40,14,50,22,2,0,2,1,0,33,12,3,1,4,1,40,14,0,0,0,0,L
5693,2013,Rafael Natal,3,no,Decision,67,29,162,112,2,1,0,6,0,46,17,7,5,14,7,39,8,5,5,23,16,W
5694,2013,Hacran Dias,3,no,Decision,86,40,103,56,3,1,1,2,0,81,36,2,1,3,3,66,25,16,11,4,4,L
5694,2013,Nik Lentz,3,no,Decision,95,42,114,61,17,4,0,6,0,84,34,6,4,5,4,61,17,10,6,24,19,W
5695,2013,Mike Rio,1,no,Submission,11,5,14,8,3,1,0,0,0,5,1,5,4,1,0,6,1,5,4,0,0,L
5695,2013,Francisco Trinaldo,1,no,Submission,8,5,9,6,1,1,1,1,0,4,3,4,2,0,0,4,3,4,2,0,0,W
5696,2013,John Cholish,2,no,Submission,26,9,26,9,1,0,0,0,0,15,2,6,3,5,4,23,9,3,0,0,0,L
5696,2013,Gleison Tibau,2,no,Submission,67,21,69,23,4,2,1,0,0,59,15,7,5,1,1,59,14,7,6,1,1,W
5697,2013,Michel Prazeres,3,no,Decision,63,30,72,36,12,3,0,0,0,41,15,10,4,12,11,56,25,6,4,1,1,L
5697,2013,Paulo Thiago,3,no,Decision,92,46,148,98,4,2,0,4,0,65,22,19,16,8,8,59,20,20,18,13,8,W
5698,2013,Iliarde Santos,1,no,KO/TKO,10,3,11,4,2,0,0,0,0,4,0,3,0,3,3,9,2,1,1,0,0,L
5698,2013,Iuri Alcantara,1,no,KO/TKO,37,19,41,23,0,0,0,0,0,34,16,3,3,0,0,28,11,2,2,7,6,W
5699,2013,Roger Hollett,3,no,Decision,44,29,47,32,7,2,0,2,0,27,14,12,10,5,5,25,12,18,16,1,1,L
5699,2013,Fabio Maldonado,3,no,Decision,151,100,211,156,2,1,0,0,0,83,44,68,56,0,0,62,26,80,66,9,8,W
5700,2013,Azamat Gashimov,2,no,KO/TKO,38,7,39,8,3,0,0,0,0,33,5,4,1,1,1,35,5,1,0,2,2,L
5700,2013,John Lineker,2,no,KO/TKO,80,36,92,46,0,0,0,0,0,60,21,17,14,3,1,51,21,5,4,24,11,W
5701,2013,Chris Cariaso,3,no,Decision,90,26,129,64,1,1,1,2,0,69,15,20,11,1,0,58,6,13,11,19,9,L
5701,2013,Jussier Formiga,3,no,Decision,26,10,50,33,8,4,0,6,0,20,5,2,1,4,4,20,5,0,0,6,5,W
5702,2013,Jeremy Larsen,3,no,KO/TKO,108,52,116,59,7,2,0,0,0,102,48,2,1,4,3,81,38,21,10,6,4,L
5702,2013,Lucas Martins,3,no,KO/TKO,111,39,116,44,0,0,0,0,0,100,28,5,5,6,6,96,33,13,4,2,2,W
5678,2013,Antonio Silva,1,yes,KO/TKO,3,1,4,2,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,L
5678,2013,Cain Velasquez,1,yes,KO/TKO,28,18,28,18,2,0,0,0,0,26,16,1,1,1,1,15,6,1,1,12,11,W
5679,2013,Mark Hunt,3,no,KO/TKO,99,29,105,34,0,0,0,0,0,83,20,4,3,12,6,99,29,0,0,0,0,L
5679,2013,Junior Dos Santos,3,no,KO/TKO,131,74,137,80,1,1,0,2,0,106,54,18,14,7,6,117,65,7,3,7,6,W
5680,2013,James Te Huna,1,no,Submission,21,8,24,11,0,0,0,0,0,17,4,1,1,3,3,20,7,1,1,0,0,L
5680,2013,Glover Teixeira,1,no,Submission,22,12,37,25,2,1,1,2,0,21,11,1,1,0,0,16,7,1,1,5,4,W
