nom, taille, reach, age, NbMatch, NbTitleMatch, NbRound, PourcentageWin, NbWinStreak, PourcentageWinTKO, PourcentageWinDecision, PourcentageWinSubmission, PourcentageLoss, NbLossStreak, PourcentageLossTKO, PourcentageLossDecision, PourcentageLossSubmission, PourcentageHead, PourcentageHeadDef, PourcentageBody, PourcentageBodyDef, PourcentageLeg, PourcentageLegDef, PourcentageSigStrike, PourcentageSigStrikeDef, PourcentageStrike, PourcentageStrikeDef, PourcentageTakedown, PourcentageTakedownDef, PourcentageClinch, PourcentageClinchDef, PourcentageDistance, PourcentageDistanceDef, PourcentageGround, PourcentageGroundDef, NbSubAttempts, NbSubDef, NbPass, NbReversals, NbSigStrike, NbStrike, NbHead, NbBody, NbLeg, NbTakedown, NbClinch, NbDistance, NbGround, NbSigStrikeDef, NbStrikeDef, NbHeadDef, NbBodyDef, NbLegDef, NbTakedownDef, NbClinchDef, NbDistanceDef, NbGroundDef, NbMatchAgainstAdv, NbWinAgainstAdv, NbLossAgainstAdv, nom2, taille2, reach2, age2, NbMatch2, NbTitleMatch2, NbRound2, PourcentageWin2, NbWinStreak2, PourcentageWinTKO2, PourcentageWinDecision2, PourcentageWinSubmission2, PourcentageLoss2, NbLossStreak2, PourcentageLossTKO2, PourcentageLossDecision2, PourcentageLossSubmission2, PourcentageHead2, PourcentageHeadDef2, PourcentageBody2, PourcentageBodyDef2, PourcentageLeg2, PourcentageLegDef2, PourcentageSigStrike2, PourcentageSigStrikeDef2, PourcentageStrike2, PourcentageStrikeDef2, PourcentageTakedown2, PourcentageTakedownDef2, PourcentageClinch2, PourcentageClinchDef2, PourcentageDistance2, PourcentageDistanceDef2, PourcentageGround2, PourcentageGroundDef2, NbSubAttempts2, NbSubDef2, NbPass2, NbReversals2, NbSigStrike2, NbStrike2, NbHead2, NbBody2, NbLeg2, NbTakedown2, NbClinch2, NbDistance2, NbGround2, NbSigStrikeDef2, NbStrikeDef2, NbHeadDef2, NbBodyDef2, NbLegDef2, NbTakedownDef2, NbClinchDef2, NbDistanceDef2, NbGroundDef2, NbMatchAgainstAdv2, NbWinAgainstAdv2, NbLossAgainstAdv2, res
Steve Jennum,177,71.5,31,1,1,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5454545454545454,0.6666666666666667,0.0,0.0,0.0,0.0,0.5454545454545454,0.6666666666666667,0.5384615384615384,0.5714285714285714,1.0,0.0,0.0,0.0,0.5,0.75,0.5555555555555556,1.0,0,1,3,0,11,13,11,0,0,1,0,2,9,6,7,6,0,0,0,1,4,1,0,0,0,Melton Bowen,182,74.0,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Joe Son,162,64.0,24,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keith Hackney,180,73.6,36,2,0,2,0.5,0,1.0,0.0,0.0,0.5,1,0.0,0.0,1.0,0.5614035087719298,0.6,0.0,0.4,1.0,0.6666666666666667,0.0,0.5714285714285714,0.6323529411764706,0.26865671641791045,0.0,1.0,0.5714285714285714,0.3076923076923077,0.6363636363636364,0.0,0.6,0.6666666666666667,0,3,0,0,63,68,57,1,5,0,7,11,45,28,67,20,5,3,3,13,12,3,0,0,0,B
Royce Gracie,185,74.5,28,10,3,10,1.0,10,0.1,0.0,0.9,0.0,0,0.0,0.0,0.0,0.5454545454545454,0.5806451612903225,0.42857142857142855,0.19999999999999996,0.29411764705882354,0.5,0.43478260869565216,0.5263157894736843,0.9067524115755627,0.38636363636363635,0.35714285714285715,0.25,0.6,0.25,0.18181818181818182,0.8571428571428572,1.0,0.5217391304347826,13,0,12,3,46,311,22,7,17,14,20,22,4,38,88,31,5,2,4,8,7,23,0,0,0,Ron van Clief,177,71.5,51,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Jason Fairn,185,74.5,21,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guy Mezger,185,74.5,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Dave Beneteau,187,77.0,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Severn,187,78.0,37,3,1,3,0.6666666666666666,2,0.0,0.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,0.5714285714285714,0.19999999999999996,0.0,0.25,0.0,0.6666666666666667,0.0,0.4,0.627906976744186,0.06930693069306926,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2,3,3,0,7,43,7,0,0,7,0,0,7,15,101,5,4,6,0,3,9,3,0,0,0,B
Royce Gracie,185,74.5,29,11,3,11,1.0,11,0.09090909090909091,0.0,0.9090909090909091,0.0,0,0.0,0.0,0.0,0.5666666666666667,0.6060606060606061,0.5,0.19999999999999996,0.29411764705882354,0.5,0.47368421052631576,0.55,0.9035087719298246,0.4,0.4,0.25,0.6,0.25,0.17391304347826086,0.8571428571428572,0.7857142857142857,0.56,14,0,15,3,57,342,30,10,17,15,20,23,14,40,90,33,5,2,4,8,7,25,1,1,0,Ken Shamrock,185,72.0,31,4,0,4,0.75,3,0.3333333333333333,0.0,0.6666666666666666,0.25,0,0.0,0.0,1.0,0.875,0.6666666666666667,1.0,0.0,1.0,0.19999999999999996,0.9285714285714286,0.3846153846153846,0.8709677419354839,0.09090909090909094,0.5,1.0,1.0,0.0,0.0,0.8571428571428572,1.0,0.6666666666666667,3,1,4,0,14,31,8,5,1,6,3,1,10,13,77,6,2,5,1,4,3,6,1,0,1,D
Oleg Taktarov,182,74.0,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Severn,187,78.0,37,4,2,4,0.75,3,0.0,0.0,1.0,0.25,0,0.0,0.0,1.0,0.625,0.4545454545454546,0.0,0.25,1.0,0.6666666666666667,0.0,0.47619047619047616,0.6785714285714286,0.10810810810810811,0.625,0.0,0.5,0.375,0.0,0.0,0.625,0.0,3,3,4,0,10,56,8,1,1,8,2,0,8,21,111,11,4,6,0,8,10,3,0,0,0,B
Todd Medina,177,71.5,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Beneteau,187,77.0,27,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.5,0.15384615384615385,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0,1,0,0,6,10,6,0,0,0,5,1,0,3,13,1,1,1,1,2,0,1,0,0,0,B
Dan Severn,187,78.0,37,5,2,5,0.8,4,0.25,0.0,0.75,0.2,0,0.0,0.0,1.0,0.56,0.4545454545454546,0.0,0.25,1.0,0.6666666666666667,0.5555555555555556,0.47619047619047616,0.6333333333333333,0.10810810810810811,0.6666666666666666,0.0,0.5,0.375,0.0,0.7,0.56,0.0,3,3,5,0,27,120,25,1,1,9,2,0,25,21,111,11,4,6,0,8,10,3,0,0,0,Joe Charles,185,74.5,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Ernie Verdicia,177,73.8,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleg Taktarov,182,74.0,28,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64,17,0,0,1,0,0,17,0,0,0,B
Todd Medina,177,71.5,25,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,13,0,0,1,0,0,13,0,0,0,Larry Cureton,187,79.0,35,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Andy Anderson,167,66.5,21,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Hess,200,82.0,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Dave Beneteau,187,77.0,27,2,1,2,0.5,1,1.0,0.0,0.0,0.5,0,0.0,0.0,1.0,0.5263157894736842,0.0,0.0,1.0,0.0,0.0,0.5263157894736842,0.33333333333333337,0.7105263157894737,0.15384615384615385,1.0,0.0,0.4,0.5,0.0,0.0,0.6153846153846154,0.0,0,1,2,0,19,38,19,0,0,1,5,1,13,3,13,1,1,1,1,2,0,1,0,0,0,Asbel Cancio,177,71.5,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Oleg Taktarov,182,74.0,28,2,0,2,0.5,1,0.0,0.0,1.0,0.5,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44999999999999996,1,0,1,1,0,0,0,0,0,1,0,0,0,22,75,22,0,0,1,0,2,20,0,0,0,David Abbott,182,74.0,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Dan Severn,187,78.0,37,6,2,6,0.8333333333333334,5,0.2,0.0,0.8,0.16666666666666666,0,0.0,0.0,1.0,0.5517241379310345,0.4545454545454546,0.0,0.19999999999999996,1.0,0.6666666666666667,0.5483870967741935,0.4545454545454546,0.6330935251798561,0.11504424778761058,0.7,0.0,0.5,0.375,0.0,0.6363636363636364,0.5517241379310345,0.0,4,3,7,0,31,139,29,1,1,10,2,0,29,22,113,11,5,6,0,8,11,3,0,0,0,Ken Shamrock,185,72.0,31,5,0,6,0.6,0,0.3333333333333333,0.0,0.6666666666666666,0.2,0,0.0,0.0,1.0,0.48,0.6363636363636364,0.0,0.5,1.0,0.5,0.5483870967741935,0.56,0.8116883116883117,0.040632054176072185,0.5714285714285714,1.0,1.0,0.0,0.25,0.6363636363636364,0.6551724137931034,0.5555555555555556,3,1,4,0,36,154,25,5,6,7,3,4,29,25,443,11,4,10,2,4,12,9,0,0,0,B
Anthony Macias,175,71.8,26,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.8888888888888888,0.0,0.8571428571428571,0.0,0.0,0.6,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0,1,0,0,9,14,4,2,3,0,3,3,3,0,0,0,0,0,5,0,0,0,0,0,0,Oleg Taktarov,182,74.0,28,3,1,3,0.6666666666666666,2,0.0,0.0,1.0,0.3333333333333333,0,1.0,0.0,0.0,0.4,0.5909090909090908,1.0,0.0,0.0,0.0,0.8888888888888888,0.582089552238806,0.8135593220338984,0.4246575342465754,0.0,0.25,1.0,0.5714285714285714,0.3333333333333333,0.0,0.0,0.4516129032258065,5,1,2,1,10,59,10,0,0,4,1,9,0,67,146,66,1,0,4,7,29,31,0,0,0,B
David Abbott,182,74.0,30,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.36363636363636365,0.6,1.0,0.0,0.0,0.0,0.37777777777777777,0.6,0.5492957746478874,0.18644067796610164,0.6666666666666666,1.0,0.42857142857142855,0.0,0.2962962962962963,0.6666666666666667,0.5454545454545454,0.0,1,4,1,0,45,71,44,1,0,3,7,27,11,10,59,10,0,0,3,1,9,0,0,0,0,Paul Varelans,203,82.0,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Oleg Taktarov,182,74.0,28,4,1,4,0.75,3,0.0,0.0,1.0,0.25,0,1.0,0.0,0.0,0.4,0.5909090909090908,0.0,0.0,0.0,0.0,0.4,0.582089552238806,0.8135593220338984,0.4246575342465754,0.0,0.4,1.0,0.5714285714285714,0.3333333333333333,0.7241379310344828,0.0,0.4516129032258065,6,1,3,2,10,59,10,0,0,4,1,9,0,67,146,66,1,0,5,7,29,31,0,0,0,Dave Beneteau,187,77.0,27,3,1,3,0.6666666666666666,2,1.0,0.0,0.0,0.3333333333333333,0,0.0,0.0,1.0,0.5945945945945946,0.0,0.0,1.0,0.0,0.0,0.5945945945945946,0.33333333333333337,0.6964285714285714,0.15384615384615385,1.0,0.0,0.4,0.5,0.0,0.7241379310344828,0.6451612903225806,0.0,0,1,4,0,37,56,37,0,0,2,5,1,31,3,13,1,1,1,1,2,0,1,0,0,0,A
Rudyard Moncayo,177,71.5,22,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrick Smith,187,79.0,32,5,1,5,0.6,3,0.3333333333333333,0.0,0.6666666666666666,0.4,0,0.5,0.0,0.5,0.5833333333333334,0.33333333333333337,0.0,0.0,0.4444444444444444,0.33333333333333337,0.0,0.33333333333333337,0.7049180327868853,0.1923076923076923,0.0,0.6,1.0,0.0,0.3333333333333333,0.0,0.6363636363636364,0.0,2,2,1,0,40,61,24,7,9,1,6,12,22,15,26,9,0,6,5,1,10,4,0,0,0,B
Paul Varelans,203,82.0,26,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.5,0.33333333333333337,0.8571428571428571,0.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0,0,0,0,2,14,1,1,0,0,1,1,0,21,25,20,1,0,1,0,1,20,0,0,0,Cal Worsham,180,73.7,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
David Abbott,182,74.0,30,2,1,2,0.5,1,1.0,0.0,0.0,0.5,0,0.0,0.0,1.0,0.453125,0.6363636363636364,1.0,0.0,0.0,0.0,0.4696969696969697,0.5833333333333333,0.59375,0.17808219178082196,0.75,1.0,0.42857142857142855,0.0,0.32142857142857145,0.7,0.6129032258064516,0.0,1,4,2,0,66,96,64,2,0,4,7,28,31,12,73,11,1,0,3,2,10,0,0,0,0,John Matua,187,75.0,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Marco Ruas,185,74.5,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Varelans,203,82.0,26,2,0,2,0.5,1,1.0,0.0,0.0,0.5,0,1.0,0.0,0.0,0.35,0.56,0.6666666666666666,0.75,0.0,0.0,0.375,0.5740740740740741,0.5853658536585366,0.5166666666666666,0.0,0.5,0.5454545454545454,0.8,0.23076923076923078,0.0,0.0,0.35,0,0,0,0,24,41,20,3,1,0,11,13,0,54,60,50,4,0,2,20,14,20,0,0,0,A
Ken Shamrock,185,72.0,31,6,0,7,0.6666666666666666,1,0.25,0.0,0.75,0.16666666666666666,0,0.0,0.0,1.0,0.4482758620689655,0.5833333333333333,1.0,0.5,1.0,0.4545454545454546,0.6097560975609756,0.5185185185185186,0.7987421383647799,0.04044943820224722,0.5,1.0,1.0,0.0,0.25,0.6923076923076923,0.6551724137931034,0.5555555555555556,5,1,4,0,41,159,29,6,6,8,4,8,29,27,445,12,4,11,3,5,13,9,0,0,0,Oleg Taktarov,182,74.0,28,5,1,5,0.8,4,0.0,0.0,1.0,0.2,0,1.0,0.0,0.0,0.3333333333333333,0.6,1.0,0.0,0.0,0.0,0.6097560975609756,0.5925925925925926,0.803030303030303,0.44375,0.0,0.33333333333333337,0.3333333333333333,0.6111111111111112,0.3333333333333333,0.6923076923076923,0.0,0.47058823529411764,7,1,3,2,12,66,12,0,0,5,3,9,0,81,160,80,1,0,6,18,29,34,0,0,0,D
Marco Ruas,185,74.5,34,1,1,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.36,0.8421052631578947,0.0,0.0,0.7058823529411765,0.4444444444444444,0.559322033898305,0.6666666666666667,0.6428571428571429,0.4285714285714286,0.0,0.0,0.6666666666666666,0.0,0.5510204081632653,0.7407407407407407,0.5714285714285714,0.0,0,1,1,0,59,84,25,0,34,0,3,49,7,30,63,19,2,9,0,3,27,0,0,0,0,Remco Pardoel,190,81.0,26,3,0,3,0.6666666666666666,2,0.5,0.0,0.5,0.3333333333333333,0,0.0,0.0,1.0,0.9166666666666666,0.75,0.0,0.0,0.0,0.0,0.8461538461538461,0.6,0.9310344827586207,0.2222222222222222,1.0,0.5,0.0,0.0,0.0,0.7407407407407407,0.9166666666666666,1.0,1,1,3,0,13,29,12,0,1,2,0,1,12,5,18,4,0,1,2,0,3,2,0,0,0,A
Mark Hall,182,74.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Varelans,203,82.0,26,3,1,3,0.3333333333333333,0,1.0,0.0,0.0,0.6666666666666666,1,1.0,0.0,0.0,0.2564102564102564,0.5866666666666667,0.0,0.75,0.5,0.2941176470588235,0.0,0.504424778761062,0.5769230769230769,0.42361111111111116,0.0,0.5,0.6428571428571429,0.7391304347826086,0.25,0.0,0.0,0.37037037037037035,1,0,0,0,54,104,39,5,10,0,14,40,0,113,144,75,4,34,2,23,63,27,0,0,0,B
Larry Cureton,187,79.0,35,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.9375,0.030303030303030276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,16,1,1,0,0,1,1,0,4,66,3,1,0,1,0,0,4,0,0,0,Marco Ruas,185,74.5,34,2,1,2,1.0,2,0.5,0.0,0.5,0.0,0,0.0,0.0,0.0,0.37037037037037035,0.85,1.0,0.0,0.6756756756756757,0.41666666666666663,0.5,0.6470588235294117,0.6372549019607843,0.4285714285714286,0.0,0.0,0.6666666666666666,0.0,0.5384615384615384,0.0,0.6363636363636364,0.0,2,3,3,1,66,102,27,2,37,0,3,52,11,34,70,20,2,12,1,5,29,0,0,0,0,B
Remco Pardoel,190,81.0,26,4,0,4,0.5,0,0.5,0.0,0.5,0.5,1,0.0,0.0,1.0,0.8461538461538461,0.6666666666666667,0.0,0.0,0.5,0.5,0.7647058823529411,0.5,0.8611111111111112,0.3055555555555556,1.0,0.5,1.0,0.0,0.0,0.5,0.9166666666666666,0.5,3,3,3,0,17,36,13,0,4,3,2,3,12,12,36,6,2,4,2,0,6,6,0,0,0,Ryan Parker,190,80.0,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Mark Hall,182,74.0,34,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.6666666666666666,0.33333333333333337,0.8,0.33333333333333337,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0,0,3,5,1,1,1,0,1,2,0,3,6,3,0,0,1,0,1,2,0,0,0,Harold Howard,187,78.0,37,2,1,2,0.5,1,1.0,0.0,0.0,0.5,0,1.0,0.0,0.0,0.6111111111111112,0.4545454545454546,0.0,0.0,0.0,0.5,0.6111111111111112,0.4,0.6818181818181818,0.4117647058823529,0.0,0.33333333333333337,1.0,0.5,0.25,1.0,0.8,0.4444444444444444,1,0,0,0,18,22,18,0,0,1,5,8,5,15,17,11,2,2,3,2,4,9,0,0,0,A
Paul Varelans,203,82.0,26,4,1,4,0.5,1,0.5,0.0,0.5,0.5,0,1.0,0.0,0.0,0.2857142857142857,0.5789473684210527,0.8,0.8,0.5,0.2857142857142857,0.3684210526315789,0.5,0.5818181818181818,0.4161073825503355,1.0,0.5,0.6428571428571429,0.75,0.24390243902439024,0.46153846153846156,1.0,0.37037037037037035,3,0,2,0,57,110,42,5,10,1,14,41,2,116,149,76,5,35,2,24,65,27,0,0,0,Gerry Harris,203,81.0,38,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
David Hood,182,74.0,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Bessac,193,79.0,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Oleg Taktarov,182,74.0,28,6,1,7,0.6666666666666666,0,0.0,0.0,1.0,0.16666666666666666,0,1.0,0.0,0.0,0.2413793103448276,0.5639097744360902,0.0,0.4,0.25,0.0,0.23529411764705882,0.5539568345323741,0.8402061855670103,0.2958115183246073,0.0,0.2857142857142857,0.2857142857142857,0.5416666666666667,0.2222222222222222,0.7241379310344828,0.0,0.38596491228070173,7,2,3,2,34,194,29,1,4,7,7,27,0,139,382,133,5,1,7,24,58,57,1,0,1,Dan Severn,187,78.0,37,7,2,7,0.7142857142857143,0,0.2,0.0,0.8,0.2857142857142857,1,0.0,0.0,1.0,0.5666666666666667,0.5333333333333333,0.0,0.16666666666666663,1.0,0.6666666666666667,0.23529411764705882,0.4814814814814815,0.6382978723404256,0.13559322033898302,0.6363636363636364,1.0,0.6666666666666666,0.33333333333333337,1.0,0.7241379310344828,0.5517241379310345,0.0,4,5,7,0,33,141,30,1,2,11,3,1,29,27,118,15,6,6,1,9,15,3,1,1,0,B
