nom, taille, reach, age, NbMatch, NbTitleMatch, NbRound, PourcentageWin, NbWinStreak, PourcentageWinTKO, PourcentageWinDecision, PourcentageWinSubmission, PourcentageLoss, NbLossStreak, PourcentageLossTKO, PourcentageLossDecision, PourcentageLossSubmission, PourcentageHead, PourcentageHeadDef, PourcentageBody, PourcentageBodyDef, PourcentageLeg, PourcentageLegDef, PourcentageSigStrike, PourcentageSigStrikeDef, PourcentageStrike, PourcentageStrikeDef, PourcentageTakedown, PourcentageTakedownDef, PourcentageClinch, PourcentageClinchDef, PourcentageDistance, PourcentageDistanceDef, PourcentageGround, PourcentageGroundDef, NbSubAttempts, NbSubDef, NbPass, NbReversals, NbSigStrike, NbStrike, NbHead, NbBody, NbLeg, NbTakedown, NbClinch, NbDistance, NbGround, NbSigStrikeDef, NbStrikeDef, NbHeadDef, NbBodyDef, NbLegDef, NbTakedownDef, NbClinchDef, NbDistanceDef, NbGroundDef, NbMatchAgainstAdv, NbWinAgainstAdv, NbLossAgainstAdv, nom2, taille2, reach2, age2, NbMatch2, NbTitleMatch2, NbRound2, PourcentageWin2, NbWinStreak2, PourcentageWinTKO2, PourcentageWinDecision2, PourcentageWinSubmission2, PourcentageLoss2, NbLossStreak2, PourcentageLossTKO2, PourcentageLossDecision2, PourcentageLossSubmission2, PourcentageHead2, PourcentageHeadDef2, PourcentageBody2, PourcentageBodyDef2, PourcentageLeg2, PourcentageLegDef2, PourcentageSigStrike2, PourcentageSigStrikeDef2, PourcentageStrike2, PourcentageStrikeDef2, PourcentageTakedown2, PourcentageTakedownDef2, PourcentageClinch2, PourcentageClinchDef2, PourcentageDistance2, PourcentageDistanceDef2, PourcentageGround2, PourcentageGroundDef2, NbSubAttempts2, NbSubDef2, NbPass2, NbReversals2, NbSigStrike2, NbStrike2, NbHead2, NbBody2, NbLeg2, NbTakedown2, NbClinch2, NbDistance2, NbGround2, NbSigStrikeDef2, NbStrikeDef2, NbHeadDef2, NbBodyDef2, NbLegDef2, NbTakedownDef2, NbClinchDef2, NbDistanceDef2, NbGroundDef2, NbMatchAgainstAdv2, NbWinAgainstAdv2, NbLossAgainstAdv2, res
David Abbott,182,74.0,31,8,2,9,0.5,0,0.5,0.0,0.5,0.5,1,0.0,0.5,0.5,0.4727272727272727,0.4878048780487805,0.8571428571428571,0.07272727272727275,0.0,0.0,0.4883720930232558,0.33333333333333337,0.5854700854700855,0.14814814814814814,0.7142857142857143,0.8333333333333334,0.5833333333333334,0.15254237288135597,0.37777777777777777,0.6527777777777778,0.6304347826086957,0.1311475409836066,3,6,4,0,172,234,165,7,0,7,36,90,46,192,567,123,55,14,6,59,72,61,0,0,0,Steve Nelmark,182,74.0,31,1,0,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.8125,0.0,0.9069767441860465,0.0,1.0,0.0,1.0,0.0,0.5,0.6527777777777778,0.8461538461538461,0.0,1,0,4,0,16,43,15,1,0,2,1,2,13,4,20,2,0,2,0,2,2,0,0,0,0,A
Mark Hall,182,74.0,35,4,0,4,0.5,0,1.0,0.0,0.0,0.5,1,0.5,0.0,0.5,0.625,0.1428571428571429,0.5,0.08333333333333337,1.0,0.0,0.6666666666666666,0.10526315789473684,0.7413793103448276,0.07246376811594202,0.0,0.19999999999999996,0.5,0.25,0.8333333333333334,0.5,0.5,0.033333333333333326,0,2,0,1,12,58,8,2,2,0,2,6,4,38,207,14,24,0,5,4,4,30,1,0,1,Don Frye,185,74.5,31,8,3,8,0.875,3,0.8571428571428571,0.0,0.14285714285714285,0.125,0,1.0,0.0,0.0,0.5675675675675675,0.5272727272727273,0.5,0.2857142857142857,1.0,0.25,0.6666666666666666,0.4921875,0.8552036199095022,0.32377049180327866,0.6666666666666666,0.7142857142857143,0.6571428571428571,0.4054054054054054,0.27906976744186046,0.5,0.9156626506024096,0.4509803921568627,2,2,9,2,161,442,111,47,3,6,35,43,83,128,244,110,14,4,14,37,40,51,1,1,0,B
Brian Johnston,190,76.0,26,4,0,4,0.5,1,1.0,0.0,0.0,0.5,0,1.0,0.0,0.0,0.4444444444444444,0.31818181818181823,0.7142857142857143,0.0,0.8333333333333334,0.0,0.55,0.23333333333333328,0.7222222222222222,0.11688311688311692,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.2857142857142857,0.2727272727272727,0.6,0.6363636363636364,0.11111111111111116,1,0,5,1,40,72,27,7,6,3,18,11,11,30,77,22,7,1,3,7,5,18,0,0,0,Ken Shamrock,185,72.0,32,9,0,13,0.5555555555555556,0,0.2,0.0,0.8,0.2222222222222222,1,0.0,0.5,0.5,0.3116883116883117,0.7669902912621359,0.7142857142857143,0.5,1.0,0.5,0.55,0.7131782945736433,0.7330754352030948,0.1471025260029718,0.5454545454545454,1.0,0.8181818181818182,0.46153846153846156,0.1651376146788991,0.6,0.7377049180327869,0.40909090909090906,8,1,8,0,181,517,154,20,7,11,11,109,61,129,673,103,6,20,7,13,94,22,0,0,0,B
Kimo Leopoldo,190,79.0,28,2,0,2,0.0,0,0.0,0.0,0.0,1.0,2,0.0,0.0,1.0,0.6,0.5,1.0,1.0,1.0,0.6666666666666667,0.7142857142857143,0.7142857142857143,0.6875,0.1428571428571429,1.0,0.6666666666666667,1.0,0.6666666666666667,0.5,1.0,0.6666666666666666,0.0,0,3,3,2,14,16,10,3,1,1,3,2,9,7,35,2,2,3,3,6,1,0,0,0,0,Paul Varelans,203,82.0,27,7,1,7,0.5714285714285714,1,0.5,0.25,0.25,0.42857142857142855,0,0.6666666666666666,0.0,0.3333333333333333,0.2692307692307692,0.5934065934065934,0.6666666666666666,0.5714285714285714,0.625,0.375,0.35,0.5205479452054795,0.6,0.44692737430167595,1.0,0.6666666666666667,0.5,0.75,0.24285714285714285,1.0,1.0,0.37037037037037035,3,2,5,0,100,200,78,6,16,2,24,70,6,146,179,91,7,48,6,36,83,27,0,0,0,A
Cal Worsham,180,73.7,33,2,0,2,0.5,1,1.0,0.0,0.0,0.5,0,1.0,0.0,0.0,0.4166666666666667,0.65,0.4,0.33333333333333337,0.3333333333333333,1.0,0.4090909090909091,0.625,0.5882352941176471,0.5517241379310345,0.5,0.0,0.2,0.5,0.375,0.7142857142857143,1.0,0.0,0,0,1,0,44,68,36,5,3,2,20,16,8,24,29,20,3,1,0,10,14,0,0,0,0,David Abbott,182,74.0,31,9,2,10,0.5555555555555556,1,0.6,0.0,0.4,0.4444444444444444,0,0.0,0.5,0.5,0.47802197802197804,0.4838709677419355,0.4,0.0714285714285714,0.0,0.0,0.4090909090909091,0.3298969072164949,0.5882352941176471,0.14762741652021094,0.75,0.8333333333333334,0.5576923076923077,0.15000000000000002,0.38461538461538464,0.7142857142857143,0.6304347826086957,0.1311475409836066,3,6,5,0,189,255,182,7,0,8,52,91,46,194,569,124,56,14,6,60,73,61,0,0,0,B
Gary Goodridge,190,76.0,30,6,1,6,0.5,1,1.0,0.0,0.0,0.5,0,0.6666666666666666,0.0,0.3333333333333333,0.5806451612903226,0.49523809523809526,0.5,0.33333333333333337,1.0,0.19999999999999996,0.5945945945945946,0.47787610619469023,0.6666666666666666,0.2614107883817427,0.6,0.375,0.7142857142857143,0.2954545454545454,0.21428571428571427,0.5454545454545454,0.875,0.603448275862069,1,0,2,2,37,51,31,4,2,5,7,14,16,113,241,105,3,5,8,44,11,58,1,0,1,Don Frye,185,74.5,31,9,3,9,0.8888888888888888,4,0.75,0.0,0.25,0.1111111111111111,0,1.0,0.0,0.0,0.5675675675675675,0.5315315315315315,0.5,0.2857142857142857,1.0,0.25,0.5945945945945946,0.49612403100775193,0.8552036199095022,0.326530612244898,0.6666666666666666,0.7142857142857143,0.6571428571428571,0.4054054054054054,0.27906976744186046,0.5454545454545454,0.9156626506024096,0.4509803921568627,3,2,9,2,161,442,111,47,3,6,35,43,83,129,245,111,14,4,14,37,41,51,1,1,0,B
Mark Coleman,185,75.0,33,5,1,5,1.0,5,0.6,0.0,0.4,0.0,0,0.0,0.0,0.0,0.678082191780822,0.8461538461538461,1.0,0.5,0.0,0.0,0.6967741935483871,0.631578947368421,0.757201646090535,0.24193548387096775,0.7272727272727273,1.0,0.7419354838709677,0.25,0.625,0.7333333333333334,0.6896551724137931,0.0,4,0,10,0,155,243,146,9,0,11,31,8,116,19,62,13,2,4,2,4,15,0,0,0,0,Dan Severn,187,78.0,39,11,3,14,0.8181818181818182,4,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.18181818181818182,0,0.0,0.0,1.0,0.3888888888888889,0.8,0.9130434782608695,0.21052631578947367,0.8461538461538461,0.4,0.4603174603174603,0.6944444444444444,0.722875816993464,0.3453947368421053,0.5625,1.0,0.6666666666666666,0.3076923076923077,0.13821138211382114,0.7333333333333334,0.7777777777777778,0.0,6,6,13,1,252,765,216,23,13,16,12,123,117,144,304,115,19,10,3,13,118,13,0,0,0,A
Vitor Belfort,182,74.0,20,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Ferrozzo,180,73.7,32,2,0,3,0.5,1,0.0,1.0,0.0,0.5,0,0.0,0.0,1.0,0.4107142857142857,0.5576923076923077,0.9230769230769231,0.0,0.9090909090909091,0.5,0.6509433962264151,0.5254237288135593,0.8347457627118644,0.3932584269662921,0.4,1.0,0.8245614035087719,0.3846153846153846,0.4,0.0,1.0,0.0,1,1,0,0,106,236,56,39,11,5,57,45,4,59,89,52,3,4,1,13,45,1,0,0,0,A
Nick Sanzo,175,71.9,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Bohlander,180,73.5,23,3,0,3,0.6666666666666666,2,0.0,0.5,0.5,0.3333333333333333,0,1.0,0.0,0.0,0.5909090909090909,0.375,0.0,0.0,0.6666666666666666,0.5,0.0,0.33333333333333337,0.896,0.15217391304347827,0.5,0.5,1.0,0.2857142857142857,0.625,0.0,0.6086956521739131,0.2222222222222222,1,3,2,2,38,250,22,7,9,2,7,8,23,21,46,16,3,2,8,7,5,9,0,0,0,B
Tra Telligman,187,76.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitor Belfort,182,74.0,20,1,1,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7777777777777778,0.0,0,0,0,0,12,12,12,0,0,0,0,3,9,2,2,2,0,0,0,0,2,0,0,0,0,B
Jim Mullen,185,74.5,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Ferrozzo,180,73.7,32,3,1,4,0.3333333333333333,0,0.0,1.0,0.0,0.6666666666666666,1,0.5,0.0,0.5,0.39655172413793105,0.5,0.0,0.0,0.9090909090909091,0.5,0.0,0.47887323943661975,0.8277310924369747,0.37623762376237624,0.4,1.0,0.8245614035087719,0.3846153846153846,0.3829787234042553,0.0,1.0,0.19999999999999996,1,1,0,0,108,238,58,39,11,5,57,47,4,71,101,64,3,4,1,13,48,10,0,0,0,B
Yoshiki Takahashi,180,73.7,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wallid Ismail,170,67.5,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Rainy Martinez,182,74.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Bohlander,180,73.5,23,4,1,4,0.75,3,0.0,0.3333333333333333,0.6666666666666666,0.25,0,1.0,0.0,0.0,0.6,0.375,0.0,0.0,0.6,0.5,0.0,0.33333333333333337,0.8901960784313725,0.15217391304347827,0.6666666666666666,0.5555555555555556,1.0,0.2857142857142857,0.5,0.0,0.6086956521739131,0.2222222222222222,2,3,2,2,42,255,25,7,10,3,9,10,23,21,46,16,3,2,9,7,5,9,0,0,0,B
Vitor Belfort,182,74.0,20,2,1,2,1.0,2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6341463414634146,1.0,0.0,0.0,0.0,0.0,0.6341463414634146,0.8888888888888888,0.6808510638297872,0.8888888888888888,0.0,0.0,0.3333333333333333,0.8333333333333334,0.5714285714285714,1.0,0.8947368421052632,0.0,0,0,1,0,41,47,41,0,0,0,15,7,19,9,9,8,1,0,0,6,3,0,0,0,0,David Abbott,182,74.0,32,10,2,11,0.6,2,0.6666666666666666,0.0,0.3333333333333333,0.4,0,0.0,0.5,0.5,0.47643979057591623,0.4769230769230769,0.8571428571428571,0.07017543859649122,0.0,0.0,0.4898989898989899,0.32835820895522383,0.5845588235294118,0.15228426395939088,0.6666666666666666,0.8333333333333334,0.5576923076923077,0.14516129032258063,0.375,1.0,0.64,0.12698412698412698,4,6,6,0,198,272,191,7,0,9,52,96,50,201,591,130,57,14,6,62,76,63,0,0,0,A
Randy Couture,185,75.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Graham,185,74.6,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Tito Ortiz,190,74.0,22,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guy Mezger,185,74.5,29,1,0,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6071428571428571,0.375,0.0,0.0,1.0,0.0,0.0,0.25,0.6764705882352942,0.19999999999999996,1.0,0.0,0.8,0.0,0.0,0.0,0.625,0.0,0,0,2,0,30,34,28,1,1,1,5,1,24,12,15,8,2,2,0,4,4,4,0,0,0,B
Randy Couture,185,75.0,34,1,1,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.8928571428571429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0,0,4,0,19,28,18,1,0,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,Tony Halme,190,80.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Dmitri Stepanov,190,80.0,15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Graham,185,74.6,36,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.1578947368421053,1.0,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578947368421053,0,0,0,0,0,1,0,0,0,0,0,0,0,19,28,18,1,0,1,0,0,19,0,0,0,B
Royce Alger,177,71.5,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enson Inoue,177,71.5,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Christophe Leninger,182,74.0,35,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.5,0.16666666666666663,0.0,0.0,0.0,0.0,0.5,0.11111111111111116,0.9130434782608695,0.19999999999999996,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0,0,2,23,2,0,0,0,0,2,0,9,20,6,3,0,1,0,1,8,0,0,0,Guy Mezger,185,74.5,29,2,1,2,1.0,2,0.5,0.0,0.5,0.0,0,0.0,0.0,0.0,0.5151515151515151,0.6296296296296297,0.0,0.0,1.0,0.0,0.5,0.5483870967741935,0.5897435897435898,0.35416666666666663,0.5,0.0,0.8,0.0,0.0,1.0,0.625,0.0,1,0,2,0,35,39,33,1,1,2,5,6,24,31,48,27,2,2,1,4,19,8,0,0,0,B
Jack Nilson,190,76.0,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saeed Hosseini,193,77.0,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Tito Ortiz,190,74.0,22,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.2631578947368421,1.0,0.0,0.0,0.0,0.0,0.2631578947368421,1.0,0.5757575757575758,1.0,1.0,1.0,0.0,0.0,0.06666666666666667,1.0,1.0,0.0,0,1,0,0,19,33,19,0,0,1,0,15,4,5,5,5,0,0,1,0,5,0,0,0,0,Wes Albritton,177,71.5,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Maurice Smith,187,74.0,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Coleman,185,75.0,33,6,2,6,1.0,6,0.5,0.0,0.5,0.0,0,0.0,0.0,0.0,0.6518987341772152,0.7647058823529411,1.0,0.5,0.0,0.0,0.6706586826347305,0.6086956521739131,0.7424242424242424,0.21250000000000002,0.7272727272727273,1.0,0.7419354838709677,0.25,0.4375,0.0,0.6833333333333333,0.0,6,0,11,0,167,264,158,9,0,11,31,16,120,23,80,17,2,4,5,4,19,0,0,0,0,A
Dan Bobish,187,75.0,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Kerr,190,80.0,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Kevin Jackson,177,71.5,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony Fryklund,182,74.0,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Dan Bobish,187,75.0,27,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.8571428571428571,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,1,7,1,0,0,0,0,1,0,6,7,4,0,2,1,0,2,4,0,0,0,Brian Johnston,190,76.0,27,5,0,5,0.4,0,1.0,0.0,0.0,0.6,1,0.6666666666666666,0.0,0.3333333333333333,0.41379310344827586,0.4,0.7142857142857143,0.0,0.8571428571428571,0.0,0.5348837209302325,0.34782608695652173,0.735632183908046,0.1785714285714286,0.6666666666666666,0.25,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.0,0.6363636363636364,0.3214285714285714,1,1,5,1,43,87,29,7,7,3,18,14,11,69,168,60,8,1,4,7,6,56,0,0,0,A
Mark Kerr,190,80.0,29,1,1,1,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.42857142857142855,0.1428571428571429,1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0,0,1,0,6,7,4,0,2,1,0,2,4,1,7,1,0,0,0,0,1,0,0,0,0,Moti Horenstein,193,76.0,32,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.9047619047619048,0.13157894736842102,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.16666666666666663,0,0,0,0,1,21,1,0,0,0,0,1,0,30,38,25,5,0,2,0,0,30,0,0,0,A
Todd Butler,185,74.6,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Jackson,177,71.5,32,1,1,1,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,0,1,0,4,5,4,0,0,1,0,0,4,1,1,0,0,1,0,0,1,0,0,0,0,B
Joe Moreira,180,73.9,36,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.35714285714285715,0.84375,1.0,1.0,0.4166666666666667,0.19999999999999996,0.42857142857142855,0.7631578947368421,0.42857142857142855,0.607843137254902,0.0,0.0,0.2727272727272727,0.7,0.5294117647058824,0.7857142857142857,0.0,0.0,0,0,0,0,28,28,14,2,12,3,11,17,0,38,51,32,1,5,0,10,28,0,0,0,0,Yuri Vaulin,193,79.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Alex Hunter,175,71.7,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sam Fulton,187,74.5,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Tony Fryklund,182,74.0,26,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0,1,1,0,0,1,0,0,1,0,4,5,4,0,0,1,0,0,4,0,0,0,Donnie Chappell,180,73.7,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
